BATTER_ID,PLAYER_NAME,GAME_YEAR,PITCH_TYPE_FB,PITCH_TYPE_BB,PITCH_TYPE_OS
444482,"Peralta, David",2024,53.89157553314037,28.359402638094082,17.246777871722998
453568,"Blackmon, Charlie",2024,58.57528373514322,26.608268797567796,14.59633405881535
456781,"Solano, Donovan",2024,56.339696029663365,31.749869263931735,12.025407033307037
457705,"McCutchen, Andrew",2024,55.19552273599098,32.515494655217466,13.373727276320428
457759,"Turner, Justin",2024,58.78045537631957,29.850748412713376,10.822980377572147
467793,"Santana, Carlos",2024,54.41354482967568,29.223523573348242,16.282711351437484
500743,"Rojas, Miguel",2024,56.339515464366066,32.507153804117806,11.254842409122105
502054,"Pham, Tommy",2024,52.8122669387552,33.0409538818876,15.488153613057428
502110,"Martinez, J.D.",2024,53.46852185553695,34.14948302684711,12.12149529184512
502671,"Goldschmidt, Paul",2024,56.712349246048646,33.181644007254306,11.01169236825069
514888,"Altuve, Jose",2024,53.581018008342504,33.17849027937085,12.603546145385053
516782,"Marte, Starling",2024,54.237398923966744,33.68854944920906,12.373531086611589
518595,"d'Arnaud, Travis",2024,56.09446960887681,31.863423169367767,11.673856350197273
518692,"Freeman, Freddie",2024,54.16879265032712,30.63860362460585,14.105462535606224
518792,"Heyward, Jason",2024,52.256830593716586,31.517140578525282,15.955681647838146
519203,"Rizzo, Anthony",2024,54.464372860723635,30.260971628003425,14.987183990241078
519317,"Stanton, Giancarlo",2024,56.67476330788674,33.04839602813175,11.333799378813621
521692,"Perez, Salvador",2024,50.42000575641807,36.23375525539615,12.267671630071842
542303,"Ozuna, Marcell",2024,52.09666713438002,35.169068864467555,12.070138740039255
543257,"Grossman, Robbie",2024,53.42205295311881,31.47957197842208,16.00996716826802
543309,"Higashioka, Kyle",2024,50.68632658505006,36.39973001929674,12.865294569489274
543760,"Semien, Marcus",2024,52.995075586325946,33.25607198200939,13.266962171160243
543807,"Springer, George",2024,54.233902484330976,32.71451656281181,12.622463985483323
543877,"Vázquez, Christian",2024,56.74761133636511,33.324240044062186,10.414308022526455
545121,"Vargas, Ildemaro",2024,57.41813678242624,27.16487432799543,15.547193845481097
545341,"Grichuk, Randal",2024,55.011870898387414,32.657675959277014,12.30334396230222
547180,"Harper, Bryce",2024,51.109379494494995,32.91138964420052,16.20987571407121
553869,"Díaz, Elias",2024,52.26912437521618,33.11604520159767,13.974474119204332
553993,"Suárez, Eugenio",2024,55.72685919786053,32.739026437629775,12.374303902251109
570482,"Urshela, Gio",2024,51.80615228692153,35.84409247222417,11.050562743690822
571448,"Arenado, Nolan",2024,53.803506209573555,34.22898928102212,11.632731460499784
571745,"Haniger, Mitch",2024,53.48781654836155,32.556172084346514,14.40867435598393
571771,"Hernández, Enrique",2024,53.671280628184796,32.91381561974626,13.577190683350759
571970,"Muncy, Max",2024,51.62095673078821,34.6313589844861,14.483148552984057
572138,"Singleton, Jon",2024,57.25779695766,28.150345503278576,15.238719578923016
572191,"Taylor, Michael A.",2024,53.20746680989327,34.65555859769171,11.902071453253532
572233,"Walker, Christian",2024,54.92547061124597,31.708475315896997,12.570886280831612
573262,"Yastrzemski, Mike",2024,56.305809837817,28.56007593514703,14.962745028909573
575929,"Contreras, Willson",2024,55.30822611929773,32.40789373632266,12.212236094314534
578428,"Iglesias, Jose",2024,56.32889003669665,30.227805114524486,11.797852345032538
592192,"Canha, Mark",2024,55.792381841006325,32.18652950277434,12.168143185762284
592206,"Castellanos, Nick",2024,50.613680591577456,34.38415216637205,14.850740184235462
592273,"Drury, Brandon",2024,54.681939359108384,34.74838441180429,9.999718786905673
592450,"Judge, Aaron",2024,50.583386696268434,34.667995441250795,15.690303497910667
592518,"Machado, Manny",2024,56.10946325198159,32.17873328128232,11.393321877721908
592626,"Pederson, Joc",2024,52.789943844337095,30.10330093566432,17.2664143723935
592663,"Realmuto, J.T.",2024,53.620999232183244,33.78094242260968,11.731007645679291
592669,"Renfroe, Hunter",2024,51.523864928099165,36.64688653536073,11.122104348944553
592696,"Rosario, Eddie",2024,51.41480825899496,30.624042860923602,16.761576821706605
592885,"Yelich, Christian",2024,54.43194328165059,32.18671896475405,14.115412492697875
593160,"Merrifield, Whit",2024,54.784935484703986,33.54089745304592,11.061344989291934
593428,"Bogaerts, Xander",2024,54.63900008956421,31.410058164299503,14.38479544777311
593871,"Polanco, Jorge",2024,50.26114609711741,32.200700505960526,17.33668501844771
594807,"Duvall, Adam",2024,53.175627656821405,34.71228645742862,11.787589152862324
595281,"Kiermaier, Kevin",2024,52.59020130814823,31.123250622026887,16.72741487433555
595777,"Profar, Jurickson",2024,55.88423434174204,28.241122381132236,15.490713565719956
595879,"Báez, Javier",2024,52.75258544003979,34.52762461181058,12.791129117223116
595909,"Cave, Jake",2024,52.95941867069548,31.407363468762664,15.726475487318414
596019,"Lindor, Francisco",2024,54.60852034657068,30.19046843283909,14.721132741815973
596142,"Sánchez, Gary",2024,53.08367089999057,35.40897451410042,11.057041015120099
596146,"Kepler, Max",2024,53.636158590115755,31.406719247321433,14.381517538835482
600869,"Candelario, Jeimer",2024,51.65569433539687,32.68268000483711,14.958622750441616
602104,"Urías, Ramón",2024,55.36847026736888,32.206176979180626,12.82254977967414
605137,"Bell, Josh",2024,51.91753390926383,27.55267188157119,20.407724470858945
605141,"Betts, Mookie",2024,57.993976952471094,30.418470035759665,11.802191550773045
605170,"Caratini, Victor",2024,55.63161242602372,30.199520043046164,15.399389793450359
606115,"Arcia, Orlando",2024,54.72997985093859,33.989415558658436,11.703661158533261
606192,"Hernández, Teoscar",2024,50.082025333487074,37.55618904851831,12.368933099473992
606466,"Marte, Ketel",2024,53.60318841520145,29.687987284576927,16.682715848989027
607043,"Nimmo, Brandon",2024,60.45758209382439,27.186857228864163,12.682095353931892
607208,"Turner, Trea",2024,52.62732276094334,33.94245857535954,13.492341938697551
607680,"Pillar, Kevin",2024,51.53226577037314,33.1372364921024,14.43581651724659
607732,"Stallings, Jacob",2024,59.644735245717335,32.100561418195525,9.56673544877506
608070,"Ramírez, José",2024,51.623431215321425,28.603748016664355,19.347108876335906
608324,"Bregman, Alex",2024,56.04518233503243,32.26676743849647,12.167929053695843
608336,"Gallo, Joey",2024,53.47649981572947,29.069349182657987,18.623463124854396
608348,"Kelly, Carson",2024,57.326968286891756,32.12736151732067,11.841112468400508
608369,"Seager, Corey",2024,49.993666649608315,31.985169750349,16.97322909225073
608385,"Winker, Jesse",2024,55.511565357477394,30.391521387291373,14.95401929324426
608701,"Refsnyder, Rob",2024,55.2874545655966,30.064590118792232,15.583867946342497
608841,"Meneses, Joey",2024,53.912535904609946,34.68096906118335,11.375319442985187
609280,"Andujar, Miguel",2024,51.75872035285226,35.964657950068705,12.295341269412878
621020,"Swanson, Dansby",2024,52.427368255015516,33.39653347381248,14.19622559542709
621028,"Newman, Kevin",2024,57.95558837496259,31.284023939458535,9.792044275375424
621035,"Taylor, Chris",2024,55.44090779531434,31.86710372972157,13.132691661651501
621043,"Correa, Carlos",2024,54.435180444214474,33.637528896623984,12.216222464147473
621438,"Taylor, Tyrone",2024,53.111314608517795,33.09737393567218,12.888266951869097
621439,"Buxton, Byron",2024,53.822133376755616,31.459612293418214,14.10045529834714
621493,"Ward, Taylor",2024,54.80993017098784,34.23507457873899,10.9015035379594
621566,"Olson, Matt",2024,56.0925447292948,29.021041667658537,14.119763504723545
622534,"Margot, Manuel",2024,54.420609146172055,34.1082113216562,11.966198389017976
623993,"Santander, Anthony",2024,54.874582918169175,27.624960617624247,16.527009152997174
624413,"Alonso, Pete",2024,55.85253777215781,31.00068352903954,13.077901448167703
624424,"Conforto, Michael",2024,54.90469436143498,29.358652779982126,15.974572619719474
624428,"Frazier, Adam",2024,57.417549346393635,27.945391125405227,13.975419590482236
624503,"Gordon, Nick",2024,58.68309124654811,28.444673248369405,11.869616537761758
624585,"Soler, Jorge",2024,53.52818224892223,35.35454696750158,11.103594257329224
624641,"Sosa, Edmundo",2024,56.240440818559335,30.776374277734035,10.575707933060858
630105,"Cronenworth, Jake",2024,57.38287434207549,28.676744704087227,12.678510567551227
641343,"Bauers, Jake",2024,53.9083482874321,30.366421135082646,16.06089056541241
641355,"Bellinger, Cody",2024,56.50170043243479,29.729238854453808,12.66206812851892
641487,"Crawford, J.P.",2024,57.176569048959486,29.533598456149782,13.765458002732874
641584,"Fraley, Jake",2024,54.9499609427237,27.031101995851706,17.040084711521565
641598,"Garver, Mitch",2024,51.05177759342039,37.36077034754149,12.150330586169916
641680,"Heim, Jonah",2024,56.16907503836567,28.058089233069605,14.578257516551343
641857,"McMahon, Ryan",2024,57.60800542468165,28.810235377272647,13.421324695080278
641933,"O'Neill, Tyler",2024,55.45736863009901,33.17358026099485,11.55410593819741
642086,"Smith, Dominic",2024,56.40713113808759,29.751700306947466,13.701524552682598
642133,"Tellez, Rowdy",2024,54.32567185625729,28.381028037274437,18.01181092939057
642350,"Siri, Jose",2024,52.82000140187002,34.37895410599545,13.03282291571889
642708,"Rosario, Amed",2024,54.725477821814174,33.75698585257372,11.097248042761104
642715,"Adames, Willy",2024,51.62262935049389,33.9598608347313,13.944319879513241
642731,"Estrada, Thairo",2024,53.704405644591816,33.467907168783555,11.45518298654663
643217,"Benintendi, Andrew",2024,56.698154362497895,28.19011310443598,14.652478749763262
643289,"Dubón, Mauricio",2024,54.003530684769196,33.54128300912956,10.6362469950452
643376,"Jansen, Danny",2024,57.085207686331486,31.173363855854532,10.632006554377075
643396,"Kiner-Falefa, Isiah",2024,56.37333205886693,32.303549708964056,11.441112952697818
643446,"McNeil, Jeff",2024,57.713544025283426,28.05533270798418,13.434172974610048
643565,"Tauchman, Mike",2024,59.63302738753714,27.342846098738292,13.19464410020016
645277,"Albies, Ozzie",2024,53.49610486857525,27.64619727413318,16.95459672781137
645302,"Robles, Victor",2024,52.08456273568435,36.74627725513268,9.947025892754189
646240,"Devers, Rafael",2024,56.88219901300352,26.108210027280702,15.765648796728035
647304,"Naylor, Josh",2024,49.41167493873565,34.59142057274001,14.515300878778335
647351,"Toro, Abraham",2024,61.71399000805473,24.775495721221247,15.02517180619675
650333,"Arraez, Luis",2024,59.534579359815524,26.301319213292288,13.363177482046858
650391,"Jiménez, Eloy",2024,49.123107643232416,35.917004116038314,15.663512695390894
650402,"Torres, Gleyber",2024,52.199090485339866,35.16344397689293,12.895731576665694
650489,"Castro, Willi",2024,53.1253839125025,29.614848156418407,16.718836545476428
650490,"Díaz, Yandy",2024,57.87961040713378,29.499681563366455,12.861036305490208
650559,"De La Cruz, Bryan",2024,54.144835667863646,34.78081549535924,11.328137209621683
650859,"Rengifo, Luis",2024,51.709212817936496,31.40347078747882,16.615227836526877
656305,"Chapman, Matt",2024,57.90163183850814,32.93379607262341,10.272792434343735
656555,"Hoskins, Rhys",2024,55.553035808190835,33.349018694347606,11.305437107353754
656582,"Joe, Connor",2024,53.80893689784125,32.66596510044191,14.427588903596163
656716,"McKinstry, Zach",2024,56.456174792714,28.24445558975107,14.868738783834681
656775,"Mullins, Cedric",2024,57.13381057663241,29.178054429209002,13.31573059779781
656811,"O'Hearn, Ryan",2024,52.79375155376168,30.911445352080193,15.592247733353188
656896,"Rivera, Emmanuel",2024,55.17464497730398,32.87935322897566,12.718668177931699
656941,"Schwarber, Kyle",2024,54.9496030918708,31.73653038248221,14.619804720963753
657041,"Thomas, Lane",2024,56.816688672292344,32.2205987636403,11.055322055210034
657077,"Verdugo, Alex",2024,56.74803832948676,28.433802375705536,15.152596267179513
657136,"Wong, Connor",2024,55.58781047240095,32.56484590502468,11.524464275884547
657557,"DeJong, Paul",2024,53.69252390144979,34.19235879551087,12.479311663652215
657656,"Laureano, Ramón",2024,54.52887472970626,33.29588908779709,12.505347391117333
657757,"Sheets, Gavin",2024,49.169573453983084,30.468367930452803,20.359049657055195
660271,"Ohtani, Shohei",2024,50.97457010574262,31.074967406773315,17.768145496989412
660644,"Bruján, Vidal",2024,54.560905974911435,22.242874261299313,23.382485275258773
660688,"Ruiz, Keibert",2024,50.02168147390987,32.45981516773249,16.824601185481768
660821,"Sánchez, Jesús",2024,55.74133111612529,27.970069194397322,16.05846847086658
661388,"Contreras, William",2024,53.935319931774394,33.205974732085835,13.783133124269995
662139,"Varsho, Daulton",2024,56.232542071340745,28.159802628430178,15.208823153904783
663368,"Perkins, Blake",2024,59.07063013715722,26.55842544804517,15.28262891806736
663457,"Nootbaar, Lars",2024,54.12164319810914,30.55022862594219,16.411670971961215
663527,"Nevin, Tyler",2024,59.64724728831629,28.75053157495011,11.984319187491558
663538,"Hoerner, Nico",2024,56.1241759094223,32.715093243763285,10.729111217549562
663586,"Riley, Austin",2024,56.96779974752817,31.42453872638025,11.641097060521343
663616,"Larnach, Trevor",2024,51.24002848107337,33.67227905156685,16.531556473794716
663624,"Mountcastle, Ryan",2024,53.48721201030479,32.074245092288585,14.01420047950973
663647,"Hayes, Ke'Bryan",2024,55.637320990601935,32.058255478963076,12.583907538880169
663656,"Tucker, Kyle",2024,54.05998635665163,30.02530492865157,15.11174678634774
663697,"India, Jonathan",2024,56.66632175826992,31.793127101935724,12.36051099240771
663698,"Bart, Joey",2024,50.4064431755306,34.81747740462859,15.473906709634308
663728,"Raleigh, Cal",2024,52.35978788566876,28.632118377683568,18.63411576642003
663743,"Fortes, Nick",2024,52.9863086688778,36.07093353523929,10.696826518597632
663837,"Vierling, Matt",2024,56.82444349661537,31.942826524381072,11.099663855317619
663886,"Stephenson, Tyler",2024,57.42059302895747,31.18217969567481,12.831292249745916
663898,"Rodgers, Brendan",2024,51.473876171500166,36.48553686624726,12.136192922778138
663993,"Lowe, Nathaniel",2024,58.39813770804687,29.428618204932416,12.12066029622645
664023,"Happ, Ian",2024,56.769047815835854,25.90556668282703,17.43583380733552
664034,"France, Ty",2024,56.00530032616232,31.57368617860173,11.320850729296378
664040,"Lowe, Brandon",2024,50.04409087732485,31.185333345629573,18.20269518648543
664056,"Bader, Harrison",2024,51.839305314524005,36.32001894988156,12.588769719210132
664238,"Moore, Dylan",2024,52.34119968886191,33.20600090856423,14.659813007863029
664728,"Isbel, Kyle",2024,52.814819433049614,30.057614143448074,17.57302025588546
664761,"Bohm, Alec",2024,57.677126887725784,30.46953682491694,10.806661208088299
664774,"Wade Jr., LaMonte",2024,55.86549908454958,27.690432895672238,17.58274449686546
664913,"Brown, Seth",2024,49.338535550603595,30.940547061278735,19.777935808828445
664983,"McCarthy, Jake",2024,52.59465606897484,32.433365317839524,14.826491906703039
665161,"Peña, Jeremy",2024,50.37027314991554,35.758151769805295,13.984168927843001
665487,"Tatis Jr., Fernando",2024,53.710361518604586,31.97522557664842,14.103686306599469
665489,"Guerrero Jr., Vladimir",2024,54.85059903951023,32.3096553863129,12.533916919930064
665742,"Soto, Juan",2024,53.55260261231937,30.983132917790478,16.936715104403653
665750,"Taveras, Leody",2024,53.62904644177052,28.56419965116433,17.62910900362132
665804,"Amaya, Miguel",2024,54.39942958624127,33.242392259679846,12.772576043733245
665828,"Cabrera, Oswaldo",2024,54.32593237809766,26.502703146186406,18.928176665790318
665833,"Cruz, Oneil",2024,45.765146303169004,33.01027655365938,22.155428557632113
665862,"Chisholm Jr., Jazz",2024,53.62351339734612,28.410793798518014,19.391843959582054
665926,"Giménez, Andrés",2024,54.358109304134054,31.007840538432706,13.485378972032663
666023,"Fermin, Freddy",2024,51.28855598689522,36.955418042924826,10.363272981044407
666134,"Jones, Nolan",2024,59.38277366060283,27.905668982352914,13.249427845221991
666139,"Lowe, Josh",2024,54.061314958783,27.79516233691512,17.53629268775476
666149,"Fitzgerald, Tyler",2024,54.98410428279276,31.586237325284472,12.496638455437726
666152,"Hamilton, David",2024,51.52918477954796,25.42452555343534,22.68665321733817
666158,"Lux, Gavin",2024,55.80195697186141,30.05740032085328,15.021802717576875
